"id_rider";"rider_full_name";"rider_weight";"rider_height";"loc_birth";"date_birth";"birth_latitude";"birth_longitude"
1476;Ratthapark Wilairot;;;;;;
1713;Aleix Espargaró;66;180;Granollers;1989-07-30;41,6079555;2,2876008
2767;Michael van der Mark;;;;;;
2833;Can Öncü;56;168;Alanya;2003-07-26;36,8864752;30,7029585
1783;Jasper Iwema;69;169;Assen;1989-11-15;52,9952273;6,560498
2661;Vicente Pérez;61;179;Cullera;1997-10-21;39,1647217;-0,2542313
2132;Iván Silva;76;182;Barcelona;1982-06-12;41,3828939;2,1774322
3062;Meikon Kawakami;;;;;;
2991;Davide Pizzoli;;;;;;
901;Kenni Aggerholm;;;;;;
1780;Jacob Gagne;;;;;;
1496;Takaaki Nakagami;70;175;Chiba;1992-02-09;35,549399;140,2647303
2634;Philipp Öttl;;;;;;
1419;Johnny Rosell;;;;;;
3067;Niccolò Antonelli;56;166;Cattolica;1996-02-23;43,9639933;12,7441515
854;Esteve Rabat;;;;;;
1065;Iván Maestro;;;;;;
2043;Simone Grotzkyj;;;;;;
858;Franco Battaini;67;176;Torino;1997-01-14;45,0677551;7,6824892
2694;Danny Kent;65;176;Chippenham;1993-11-25;51,4587621;-2,1159032
3026;Johann Zarco;68;171;Cannes;1990-07-16;43,5515198;7,0134418
2983;Brandon Paasch;;;;;;
2305;Leon Camier;69;181;Palma de Mallorca;1997-09-01;39,5695818;2,6500745
2413;Edgar Pons;;;;;;
1510;Yuma Yahagi;;;;;;
3021;Jesko Raffin;;;;;;
3071;Niki Tuuli;65;181;Imatra;1995-10-26;61,1923342;28,7716996
1073;Joey Litjens;;;;;;
87;Jason Boyce;;;;;;
1432;Lorenzo Zanetti;;;;;;
2466;Luke Hedger;;;;;;
97;Josh Waters;62;171;;2005-09-02;;
367;Sadahito Suma;;;;;;
2846;Edgar Pons;;;;;;
432;Choujun Kameya;;;;;;
1264;Kazuma Watanabe;;;;1990-10-02;;
1328;Steven Le Coquen;;;;;;
2220;Yonny Hernández;72;183;Medellín;1988-07-25;6,2697018;-75,60252574475943
998;Yannick Deschamps;;;;;;
439;David Fouloi;55;162;;;;
1923;Bryan Schouten;;;;;;
2695;Danny Kent;65;176;Chippenham;1993-11-25;51,4587621;-2,1159032
1597;Josep Rodríguez;;;;;;
276;Jakub Smrž;;;;;;
666;Huang Zhi Yu;;;;;;
560;Samuel Aubry;;;;;;
2340;Olly Simpson;;;;;;
2814;Adam Norrodin;;;;;;
1136;Romain Maitre;62;165;Ascoli Piceno;1996-01-15;42,8834204;13,539593040686007
951;Raffaele de Rosa;;;;;;
226;Arnaud Vincent;60;167;Mancy;1974-11-30;48,9832841;3,9348901
3058;Mattia Pasini;67;178;Rimini;1985-08-13;43,9470982;12,630768610516004
1230;Gennaro Sabatino;;;;;;
3034;José Julián García;;;;;;
1791;John Hopkins;;;;;;
1102;Michal Prášek;;;;;;
2869;Jeremy Alcoba;70;177;Tortosa;2001-11-15;40,8110158;0,5209333
687;Jurgen van den Goorbergh;;;;;;
2057;Toni Finsterbusch;;;;;;
2162;Luca Amato;;;Modena;1963-05-17;44,5384728;10,935960870530739
1854;Péter Sebestyén;;;;;;
364;Rubén Catalán;;;;;;
359;Robbin Harms;;;;;;
3009;Gerard Riu;;;;;;
1731;Avalon Biddle;;;;;;
387;Tomoyoshi Koyama;;;;;;
2225;Álex Mariñelarena;;;;;;
1794;Jordi Torres;;181;Rubí;1987-08-27;41,4936194;2,0319476
1225;Federico Sandi;;;;;;
1802;Jules Cluzel;;;;;;
1464;Nicky Diles;;;Owensboro;1981-07-30;37,7742152;-87,1133304
619;Arturo Tizón;;;;;;
2985;Can Öncü;56;168;Alanya;2003-07-26;36,8864752;30,7029585
3;Akira Ryō;;;;;;
2998;Elia Bartolini;;;;;;
1908;Alex de Angelis;67;179;Rimini;1984-02-26;43,9470982;12,630768610516004
2405;Damian Cudlin;;;;;;
2898;Makar Yurchenko;;;;;;
1979;Josep Rodríguez;;;;;;
1026;Chaz Davies;;;;;;
2709;Federico Fuligni;;;;;;
65;Gábor Talmácsi;;;;;;
2029;Randy Krummenacher;70;180;Gossau;1990-02-24;47,4155906;9,249359
48;Fabrizio Lai;;;;;;
2996;Dirk Geiger;;;;2002-07-04;;
1303;Raffaele de Rosa;;;;;;
3008;Gabriele Ruiu;61;168;Barcelona;1996-10-12;41,3828939;2,1774322
349;Patrick Unger;;;;1959-03-08;;
939;Naoki Matsudo;70;177;Barcelona;1973-07-25;41,3828939;2,1774322
1893;Yuki Takahashi;;;Saitama;1989-11-26;35,9754168;139,4160114
316;Mark Rowling;;;;1949-02-20;;
2967;Aleix Viu;;;Seva;1970-03-04;41,8361292;2,2835441
2885;Katsuyuki Nakasuga;;;;;;
47;Erwan Nigon;66;180;Riom;1983-09-27;45,893068;3,1136667
318;Markéta Janáková;;;;;;
2343;Ramdan Rosli;;;;;;
174;Simone Corsi;;;;;;
3006;Gabriel Rodrigo;61;168;Barcelona;1996-10-12;41,3828939;2,1774322
1221;Esteve Rabat;;;;;;
232;Chester Lusk;;;;;;
2252;Colin Edwards;69;179;Houston;1974-02-27;29,7589382;-95,3676974
2864;Izam Ikmal;;;;;;
2105;Dani Rivas;;;Sabadell;1985-09-29;41,5421013;2,1138977
2945;Tommaso Marcon;;;;;;
1530;Andrew Reid;;;Kempsey;1976-02-19;-31,0798092;152,842289
2219;Yonny Hernández;72;183;Medellín;1988-07-25;6,2697018;-75,60252574475943
2835;Christophe Ponsson;;;Lyon;1995-12-23;45,7578137;4,8320114
2727;Jaume Masiá;60;165;Algemesi;2000-10-31;39,190758;-0,4357471
3023;Jesko Raffin;;;;;;
1544;Claudio Corti;;;;;;
890;Jordi Carchano;70;173;Sao Paulo;1996-06-10;-23,5506507;-46,6333824
2236;Ana Carrasco;52;158;Murcia;1997-03-10;37,9923795;-1,1305431
2932;Stefan Bradl;63;170;Augsburg;1989-11-29;48,3668041;10,8986971
1455;Michael van der Mark;;;;;;
2003;Marco Colandrea;;;;;;
62;Guy Farbrother;;;;;;
370;Sergio Gadea;60;167;;2003-03-22;;
1531;Anthony Delhalle;67;175;Gold Coast;1981-07-17;-28,0023731;153,4145987
2336;Nicky Hayden;;;Owensboro;1981-07-30;37,7742152;-87,1133304
3010;Gerry Salim;;;;;;
3019;Jaume Masiá;60;165;Algemesi;2000-10-31;39,190758;-0,4357471
1707;Yusuke Teshima;;;;;;
1397;Grégory Di Carlo;;;;;;
824;Arturo Tizón;;;;;;
1318;Sebastian Kreuziger;;;;;;
2264;Federico Caricasulo;;;;;;
2555;Danilo Petrucci;80;181;Terni;1990-10-24;42,6539486;12,439652829139407
25;Chris Peris;;;;1962-06-21;;
924;Mathieu Olagnon;;;Plouemeur;1988-11-20;;
1292;Mika Kallio;58;166;Valkeakoski;1982-11-08;61,2637921;24,0301278
570;Stefano Bianco;70;183;Rimini;1999-03-29;43,9470982;12,630768610516004
916;Manuel Hernández;;;;;;
1485;Sete Gibernau;70;177;Barcelona;1972-12-15;41,3828939;2,1774322
3056;Mattia Pasini;67;178;Rimini;1985-08-13;43,9470982;12,630768610516004
180;Sylvain Guintoli;;;;;;
2893;Luca Grünwald;59;175;Waldkraiburg;1994-11-10;48,2058812;12,4044209
1563;Fonsi Nieto;;;;;;
1058;Hiroshi Aoyama;57;165;Chiba;1981-10-25;35,549399;140,2647303
1809;Kev Coghlan;58;171;Perth;1988-06-23;-31,9558933;115,8605855
255;Frederik Watz;;;;;;
1243;Iván Maestro;;;;;;
3011;Gerry Salim;;;;;;
2406;Dani Pedrosa;;;Sabadell;1985-09-29;41,5421013;2,1138977
420;Andrew Pitt;;;Kempsey;1976-02-19;-31,0798092;152,842289
1582;Javier Forés;;;Barcelona;1973-05-09;41,3828939;2,1774322
653;Franz Aschenbrenner;;;;;;
3007;Gabriele Ruiu;61;168;Barcelona;1996-10-12;41,3828939;2,1774322
1881;Thomas Lüthi;67;172;Oberdiessbach;1986-09-06;46,8399962;7,6192848
2211;Thitipong Warokorn;64;177;Chonburi;1989-01-27;13,1857117;101,1210777
1206;Cyril Carrillo;;;;;;
1349;Adam Roberts;;;;;;
2506;Stefan Bradl;63;170;Augsburg;1989-11-29;48,3668041;10,8986971
850;Doni Tata Pradita;;;;;;
2078;Alessandro Tonucci;60;167;Fano;1993-04-23;43,8424173;13,0146632
2476;Mattia Pasini;67;178;Rimini;1985-08-13;43,9470982;12,630768610516004
2734;Jonas Folger;68;177;Mühldorf;1993-08-13;48,2405007;12,5250991
1807;Kenan Sofuoğlu;;;;;;
2271;Gabriel Rodrigo;61;168;Barcelona;1996-10-12;41,3828939;2,1774322
1796;Josep Rodríguez;;;;;;
1632;Mattia Pasini;67;178;Rimini;1985-08-13;43,9470982;12,630768610516004
1244;Iván Maestro;;;;;;
1090;Lorenzo Zanetti;;;;;;
3376;Xavi Cardelús;63;175;Andorra la Vella;1998-05-15;42,5069391;1,5212467
2339;Nina Prinz;;;;;;
2147;Jules Danilo;64;179;Milan;1995-05-18;45,4641943;9,1896346
938;Mike Di Meglio;70;171;Toulouse;1988-01-17;43,6044622;1,4442469
1269;Lorenzo Savadori;67;177;Cesena;1993-04-04;44,136352;12,2422442
769;Shinichi Ito;;;Miyagi;1966-12-07;38,3880155;140,9761025
2205;Sergio Gadea;60;167;;2003-03-22;;
550;Radomil Rous;;;;;;
2460;Loris Cresson;59;165;Bologna;1973-04-04;44,4938203;11,3426327
2032;Ricard Cardús;;;;;;
31;Claudius Klein;;;;;;
714;Mateo Túnez;;;;;;
1936;Danny Webb;65;176;Chippenham;1993-11-25;51,4587621;-2,1159032
327;Michal Filla;;;;;;
61;Grégory Lefort;;;;;;
1959;Iván Silva;76;182;Barcelona;1982-06-12;41,3828939;2,1774322
1515;Alberto Moncayo;;;;;;
1184;Alen Győrfi;;;;;;
153;Rob Filart;;;;;;
2696;Danny Kent;65;176;Chippenham;1993-11-25;51,4587621;-2,1159032
1340;Tomoyoshi Koyama;;;;;;
55;Gert Pieper;;;;;;
2827;Ayumu Sasaki;60;164;Yokosuka;2000-10-04;35,2730564;139,6653829
1520;Alex Cudlin;72;176;Barcelona;1995-12-08;41,3828939;2,1774322
1336;Thomas Lüthi;67;172;Oberdiessbach;1986-09-06;46,8399962;7,6192848
1165;Toby Markham;;;;;;
704;Manuel Hernández;;;;;;
1126;Ratthapark Wilairot;;;;;;
1940;Efrén Vázquez;56;160;Barakaldo;1986-09-02;43,29548;-2,9900933
956;Ratthapark Wilairot;;;;;;
496;Julián Simón;63;168;Villacañas;1987-04-03;39,625027;-3,333785
1633;Mattia Tarozzi;;;Italia;;42,6384261;12,674297
1822;Luigi Morciano;62;175;Anzio;1994-02-25;41,4471008;12,6285618
489;Jordi Planas;;;;;;
160;Ryuji Yokoe;;;Miyagi;1978-01-18;38,3880155;140,9761025
2045;Stefano Valtulini;59;165;Calcinate;1996-07-05;45,619721;9,7988771
1590;Johann Zarco;68;171;Cannes;1990-07-16;43,5515198;7,0134418
648;Erwan Nigon;66;180;Riom;1983-09-27;45,893068;3,1136667
2479;Michael Laverty;;;;;;
1398;Gábor Talmácsi;;;;;;
85;Jaroslav Huleš;59;;Pisek;1974-07-02;49,3089887;14,147769
1739;Bryan Schouten;;;;;;
1864;Sandro Cortese;66;169;Ochsenhausen;1990-01-06;48,0711222;9,9512104
424;Brent Rigoli;;;;;;
2463;Luca Marini;69;184;Urbino;1997-08-10;43,7262608;12,6363135
2920;Raúl Fernández;68;179;Madrid;2000-10-23;40,4167047;-3,7035825
3292;Héctor Garzó;62;170;Valencia;1998-06-09;39,4697065;-0,3763353
1751;Daniel Ruiz;80;181;Terni;1990-10-24;42,6539486;12,439652829139407
2929;Somkiat Chantra;63;171;Chon Buri;1998-12-15;13,1857117;101,1210777
775;Steve Jenkner;;;;;;
3475;Marcos Uriarte;63;179;Conil de la Frontera;1997-12-16;36,277054;-6,0881874
2308;Livio Loi;;;;;;
862;Georg Fröhlich;;;Rochlitz;1988-03-17;51,0456789;12,7990531
417;Andrea Ballerini;65;173;Alzano Lombardo;1996-10-16;45,7336026;9,730494
146;Peter Taplin;;;Berchtesgaden;1965-03-24;47,63108;13,0021634
2492;Ramdan Rosli;;;;;;
1872;Simone Grotzkyj;;;;;;
2275;Hafiza Rofa;;;;;;
1082;Karel Pešek;;;;;;
2296;Josh Herrin;;;;;;
1744;Claudio Corti;;;;;;
728;Michele Pirro;69;177;San Giovanni Rotondo;1986-07-05;41,7069106;15,7288455
2153;Kohta Nozane;65;172;Chiba;1995-10-29;35,549399;140,2647303
80;Jan Blok;;;;;;
3155;Francesco Bagnaia;67;176;Torino;1997-01-14;45,0677551;7,6824892
2279;Hiroshi Aoyama;57;165;Chiba;1981-10-25;35,549399;140,2647303
1213;Davide Stirpe;;;;;;
3411;Danilo Petrucci;80;181;Terni;1990-10-24;42,6539486;12,439652829139407
3534;Álex Toledo;;;;;;
1166;Tom Hayward;;;;;;
996;Wang Zhu;;;;;;
1558;Eric Hübsch;;;;;;
2783;Ricard Cardús;;;;;;
2964;Ai Ogura;60;169;Saitama;2001-01-26;35,9754168;139,4160114
3168;Jesko Raffin;;;;;;
1338;Toby Markham;;;;;;
911;Luca Verdini;69;184;Urbino;1997-08-10;43,7262608;12,6363135
2606;Lorenzo Dalla Porta;61;163;Prato;1997-06-22;43,935718050000006;11,09414726770089
1715;Alessandro Giorgi;;;;1968-12-29;;
942;Nico Vivarelli;66;171;Alcoy;1988-09-27;38,6982275;-0,4747767
1193;Axel Pons;72;180;Palma de Mallorca;1997-08-01;39,5695818;2,6500745
628;Cheung Wai On;;;;;;
2346;Ratthapark Wilairot;;;;;;
3505;Senna Agius;;;;2005-06-09;;
246;David Bonache;68;178;Barcelona;1980-04-20;41,3828939;2,1774322
3372;Tommaso Marcon;;;;;;
2319;Mashel Al Naimi;;;;;;
3251;Ayumu Sasaki;60;164;Yokosuka;2000-10-04;35,2730564;139,6653829
1685;Syunya Mori;;;;;;
2306;Livio Loi;;;;;;
1876;Sylvain Guintoli;;;;;;
274;Ismael Ortega;;;;1949-02-20;;
1817;Ladislav Chmelík;;;;;;
1868;Sergio Gadea;60;167;;2003-03-22;;
686;Julián Simón;63;168;Villacañas;1987-04-03;39,625027;-3,333785
1063;Iori Namihira;;;;;;
3389;Alessandro Morosi;;;;1968-12-29;;
2470;Marco Bezzecchi;61;174;Rimini;1998-11-12;43,9470982;12,630768610516004
764;Sergio Gadea;60;167;;2003-03-22;;
1219;Eric Hübsch;;;;;;
2024;Niklas Ajo;;;;;;
3318;Lorenzo Savadori;67;177;Cesena;1993-04-04;44,136352;12,2422442
3445;Joan Mir;69;181;Palma de Mallorca;1997-09-01;39,5695818;2,6500745
280;Jarno van der Marel;;;Culemborg;1999-12-16;51,94933145;5,209215154667634
300;Kris Weston;;;;;;
884;Jan Roelofs;68;177;Mühldorf;1993-08-13;48,2405007;12,5250991
408;Adri den Bekker;;;;;;
1250;Jerry van de Bunt;;;;;;
1138;Roy Pouw;;;;;;
2399;Bradley Ray;68;180;Oxford;1990-11-28;51,7520131;-1,2578499
1601;Julián Simón;63;168;Villacañas;1987-04-03;39,625027;-3,333785
2135;James Rispoli;;;;;;
1645;Niccolò Canepa;69;181;Genova;1988-05-14;44,40726;8,9338624
135;Norifumi Abe;63;175;Tokyo;1975-09-07;35,6821936;139,762221
3483;Mattia Pasini;67;178;Rimini;1985-08-13;43,9470982;12,630768610516004
2412;Edgar Pons;;;;;;
1658;Randy de Puniet;65;169;Maisons Laffitte;1981-02-14;48,9461437;2,1450951
474;Iván Silva;76;182;Barcelona;1982-06-12;41,3828939;2,1774322
1535;Arne Tode;66;183;Bergen;1985-06-30;60,3943055;5,3259192
1085;Kev Coghlan;58;171;Perth;1988-06-23;-31,9558933;115,8605855
2681;Augusto Fernández;72;180;Madrid;1997-09-23;40,4167047;-3,7035825
3115;Yanni Shaw;;;;;;
487;John Hopkins;;;;;;
1228;Frederik Watz;;;;;;
3471;Marc Márquez;64;169;Cervera;1993-02-17;41,6730667;1,2729426
620;Blake Leigh-Smith;;;;;;
75;Igor Kalab;;;;;;
1964;Jasper Iwema;69;169;Assen;1989-11-15;52,9952273;6,560498
1014;Alexis Masbou;57;165;Albi;1987-06-02;43,9277552;2,147899
1280;Manuel Poggiali;58;170;San Marino;1983-02-14;43,9458623;12,458306
245;Dario Giuseppetti;;;;;;
3394;Andrea Dovizioso;;;Forlimpopoli;1986-03-23;44,1873049;12,1259056
871;Hiroshi Aoyama;57;165;Chiba;1981-10-25;35,549399;140,2647303
1800;Josh Hook;;;;;;
807;Alex Baldolini;;;;;;
2073;Aizat Malik;;;;;;
2404;Claudio Corti;;;;;;
2899;Manuel Pagliani;57;167;Camposampiero;1996-07-16;45,57176;11,9319294
116;Marco Simoncelli;;;Cattolica;1987-01-20;43,9639933;12,7441515
1491;Stefan Bradl;63;170;Augsburg;1989-11-29;48,3668041;10,8986971
2612;Luis Salom;59;170;Palma de Mallorca;1991-08-07;39,5695818;2,6500745
1064;Ivo Relvas;64;170;London;1989-09-18;51,5074456;-0,1277653
3413;David Almansa;;;España;;39,3260685;-4,8379791
363;Rodney Camm;;;;;;
3290;Hafizh Syahrin;66;180;Ampang;1994-05-05;3,1505103;101,7601684
2310;Lorenzo Petrarca;61;163;Prato;1997-06-22;43,935718050000006;11,09414726770089
640;David Bonache;68;178;Barcelona;1980-04-20;41,3828939;2,1774322
1281;Marc Márquez;64;169;Cervera;1993-02-17;41,6730667;1,2729426
3287;Fraser Rogers;;;;;;
967;Sandro Cortese;66;169;Ochsenhausen;1990-01-06;48,0711222;9,9512104
1290;Michael van der Mark;;;;;;
1761;Esteve Rabat;;;;;;
434;Christian Elkin;;;Frejus;1957-09-05;43,4330308;6,7360182
1985;Katsuyuki Nakasuga;;;;;;
1323;Simone Grotzkyj;;;;;;
3470;Marc García;;;;1999-11-01;;
303;Leon Camier;69;181;Palma de Mallorca;1997-09-01;39,5695818;2,6500745
1429;Levi Day;;;;;;
1939;Efrén Vázquez;56;160;Barakaldo;1986-09-02;43,29548;-2,9900933
2229;Aiden Wagner;;;Bristol;1963-05-03;51,4538022;-2,5972985
698;Luca Verdini;69;184;Urbino;1997-08-10;43,7262608;12,6363135
523;Mattia Angeloni;;;Italia;;42,6384261;12,674297
1826;Marc Márquez;64;169;Cervera;1993-02-17;41,6730667;1,2729426
1400;Hiroomi Iwata;;;;;;
208;Akira Ryō;;;;;;
2430;Isaac Viñales;66;174;Llança;1993-11-06;42,3646215;3,1581373
1153;Stefano Bianco;70;183;Rimini;1999-03-29;43,9470982;12,630768610516004
1096;Lukáš Pešek;;;;;;
1494;Stevie Bonsey;;;;;;
1622;Lukáš Pešek;;;;;;
656;Gabriele Ferro;61;168;Barcelona;1996-10-12;41,3828939;2,1774322
207;Akira Ryō;;;;;;
1605;Kenan Sofuoğlu;;;;;;
1011;Alex Debón;67;179;Rimini;1984-02-26;43,9470982;12,630768610516004
1712;Alberto Moncayo;;;;;;
2103;Damian Cudlin;;;;;;
1823;Luis Salom;59;170;Palma de Mallorca;1991-08-07;39,5695818;2,6500745
1771;Hiroshi Aoyama;57;165;Chiba;1981-10-25;35,549399;140,2647303
1255;Jonas Folger;68;177;Mühldorf;1993-08-13;48,2405007;12,5250991
1660;Ratthapark Wilairot;;;;;;
3050;Marcel Schrötter;68;171;Landsberg;1993-01-02;48,0514973;10,8737728
2908;Michele Pirro;69;177;San Giovanni Rotondo;1986-07-05;41,7069106;15,7288455
3479;Massimo Roccoli;;;Cattolica;1987-01-20;43,9639933;12,7441515
2327;Michael Ruben Rinaldi;;;;1995-12-21;;
3297;Jake Dixon;63;178;Dover;1996-01-15;51,1251275;1,3134228
3434;Gabriel Rodrigo;61;168;Barcelona;1996-10-12;41,3828939;2,1774322
202;Álvaro Bautista;58;169;Talavera de la Reina;1984-11-21;39,9603798;-4,8311717
739;Nobuatsu Aoki;;;;;;
3216;Stefan Bradl;63;170;Augsburg;1989-11-29;48,3668041;10,8986971
354;Radomil Rous;;;;;;
752;Rhys Moller;;;;1949-11-18;;
2369;Tetsuta Nagashima;51;163;Chiba;1970-06-14;35,549399;140,2647303
521;Mathieu Gines;;;Plouemeur;1988-11-20;;
2420;Federico Fuligni;;;;;;
3395;Andrea Mantovani;74;180;Ferrara;1994-09-30;44,766764249999994;11,827938995640167
984;Takumi Takahashi;;;Saitama;1989-11-26;35,9754168;139,4160114
979;Sinan Sofuoğlu;;;;;;
569;Simone Sanna;;;;;;
2288;Jeremy McWilliams;;;;;;
1672;Roy Pouw;;;;;;
43;Earl Lynch;;;;;;
966;Ryuji Yokoe;;;Miyagi;1978-01-18;38,3880155;140,9761025
2257;Decha Kraisart;;;;;;
1906;Alessandro Andreozzi;72;174;Rimini;1999-01-16;43,9470982;12,630768610516004
2061;Yonny Hernández;72;183;Medellín;1988-07-25;6,2697018;-75,60252574475943
1920;Ben Spies;;;;;;
2519;Toni Elías;61;163;Manresa;1983-03-26;41,7288939;1,8286765
3298;Jason Dupasquier;58;168;Bulle;2001-09-07;46,89399;6,2233766
1438;Luis Salom;59;170;Palma de Mallorca;1991-08-07;39,5695818;2,6500745
481;Jarno Ronzoni;;;Turku;1945-12-11;60,4517531;22,2670522
2518;Toni Elías;61;163;Manresa;1983-03-26;41,7288939;1,8286765
2067;Álex Márquez;65;180;Cervera;1996-04-23;41,6730667;1,2729426
1569;Hiromichi Kunikawa;;;;;;
2926;Sheridan Morais;;;;;;
2417;Fabio Di Giannantonio;68;175;Roma;1998-10-10;41,8933203;12,4829321
2818;Alejandro Medina;72;177;Malaga;1997-01-02;36,7213028;-4,4216366
1141;Sebastian Eckner;;;;;;
1821;Luca Gruenwald;59;175;Waldkraiburg;1994-11-10;48,2058812;12,4044209
1587;Joan Perelló;;;;;;
1917;Armando Pontone;;;Pontecorvo;1992-07-03;41,461618;13,666709
2303;Kenny Noyes;;;Modesto;1951-12-31;37,6390972;-120,9968782
920;Marco Simoncelli;;;Cattolica;1987-01-20;43,9639933;12,7441515
3356;Stefan Bradl;63;170;Augsburg;1989-11-29;48,3668041;10,8986971
3480;Matteo Bertelle;60;173;;2004-02-18;;
1187;Alex Debón;67;179;Rimini;1984-02-26;43,9470982;12,630768610516004
2178;Michael Barnes;;;;1995-12-21;;
1827;Marcel Schrötter;68;171;Landsberg;1993-01-02;48,0514973;10,8737728
976;Shuhei Aoyama;57;165;Chiba;1981-10-25;35,549399;140,2647303
2166;Luca Scassa;;;;1989-04-14;;
1350;Aitor Rodríguez;;;;;;
2752;Lorenzo Baldassarri;70;183;San Severino Marche;1996-11-06;43,2290211;13,1779663
2161;Luca Amato;;;Modena;1963-05-17;44,5384728;10,935960870530739
3306;John McPhee;57;167;Oban;1994-07-14;56,415695;-5,4734688
1834;Mattia Pasini;67;178;Rimini;1985-08-13;43,9470982;12,630768610516004
168;Shinichi Ito;;;Miyagi;1966-12-07;38,3880155;140,9761025
1724;Alexis Masbou;57;165;Albi;1987-06-02;43,9277552;2,147899
172;Shuhei Aoyama;57;165;Chiba;1981-10-25;35,549399;140,2647303
70;Hideyuki Ogata;;;Nara;1968-09-06;-0,5252306;166,9324426
1815;Kris McLaren;;;;;;
701;Makoto Tamada;61;171;Ehime;1976-11-04;33,6013646;132,8185275
3138;Cal Crutchlow;66;170;Coventry;1985-10-29;52,4081812;-1,510477
297;Katsuyuki Nakasuga;;;;;;
1122;Raffaele de Rosa;;;;;;
1124;Randy Gevers;;;;;;
980;Stefan Bradl;63;170;Augsburg;1989-11-29;48,3668041;10,8986971
595;Yuki Hatano;;;;;;
3415;David Muñoz;53;168;;2006-05-15;;
3187;Marc Márquez;64;169;Cervera;1993-02-17;41,6730667;1,2729426
2109;Danny Webb;65;176;Chippenham;1993-11-25;51,4587621;-2,1159032
710;Mark Rowling;;;;1949-02-20;;
1140;Santiago Barragán;;;;;;
1071;Jiri Mayer;;;;;;
598;Yuzo Fujioka;;;;;;
3416;David Salvador;55;162;;;;
1533;Anthony West;67;175;Gold Coast;1981-07-17;-28,0023731;153,4145987
1103;Michel Fabrizio;69;177;San Giovanni Rotondo;1986-07-05;41,7069106;15,7288455
151;Raymond Schouten;;;;;;
2145;Jorge Navarro;64;173;La Puebla de Vallbona;1996-02-03;39,5907339;-0,5532185
3457;Kasma Daniel;64;173;Johor;2000-09-02;2,0228821;103,3114564
1519;Alex Baldolini;;;;;;
68;Hervé Mora;;;;;;
1191;Andrea Toušková;;;;;;
1215;Dominique Aegerter;69;174;Rohrbach;1990-09-30;49,0460974;7,2655417
2289;Joe Irving;;;;;;
926;Mattia Pasini;67;178;Rimini;1985-08-13;43,9470982;12,630768610516004
257;Geoff Hardcastle;;;;;;
1399;Gábor Talmácsi;;;;;;
826;Blake Leigh-Smith;;;;;;
549;Peter Taplin;;;Berchtesgaden;1965-03-24;47,63108;13,0021634
1555;Dominique Aegerter;69;174;Rohrbach;1990-09-30;49,0460974;7,2655417
1799;Josh Hayes;62;171;;2005-09-02;;
603;Alex Baldolini;;;;;;
897;Julián Simón;63;168;Villacañas;1987-04-03;39,625027;-3,333785
2151;Katsuyuki Nakasuga;;;;;;
3381;Yuki Kunii;;;;;;
1379;Christopher Moretti;;;;;;
1539;Bradley Smith;68;180;Oxford;1990-11-28;51,7520131;-1,2578499
1934;Danilo Petrucci;80;181;Terni;1990-10-24;42,6539486;12,439652829139407
1355;Aleix Espargaró;66;180;Granollers;1989-07-30;41,6079555;2,2876008
3084;Sean Dylan Kelly;68;178;Miami;2002-05-17;25,7741728;-80,19362
647;Erwan Nigon;66;180;Riom;1983-09-27;45,893068;3,1136667
167;Shinichi Ito;;;Miyagi;1966-12-07;38,3880155;140,9761025
1218;Enrique Jerez;;;Cartagena;1986-07-29;10,4266746;-75,5443419
2278;Hiroki Ono;;;;;;
1576;Isaac Viñales;66;174;Llança;1993-11-06;42,3646215;3,1581373
1446;Marco Simoncelli;;;Cattolica;1987-01-20;43,9639933;12,7441515
1609;Kevin Szalai;63;172;Cesena;2000-09-08;44,136352;12,2422442
1080;Karel Abraham;64;180;Brno;1990-01-02;49,1922443;16,6113382
3447;Joel Kelso;59;163;Darwin NT;2003-06-12;-12,46044;130,8410469
1018;Andrew Sawford;;;;;;
2090;Azlan Shah;;;;2002-11-23;;
279;Jarno Müller;;;;1949-11-18;;
2062;Yuki Takahashi;;;Saitama;1989-11-26;35,9754168;139,4160114
2889;Livio Loi;;;;;;
445;Erwan Nigon;66;180;Riom;1983-09-27;45,893068;3,1136667
662;Hans Smees;;;;1949-11-18;;
3304;Joel Kelso;59;163;Darwin NT;2003-06-12;-12,46044;130,8410469
2731;Joe Roberts;69;180;Malibu;1997-06-16;34,035591;-118,689423
452;Frederik Watz;;;;;;
1041;Eric Hübsch;;;;;;
1644;Niccolò Canepa;69;181;Genova;1988-05-14;44,40726;8,9338624
311;Manuel Manna;57;167;Camposampiero;1996-07-16;45,57176;11,9319294
1534;Armando Pontone;;;Pontecorvo;1992-07-03;41,461618;13,666709
2748;Kevin Zannoni;63;172;Cesena;2000-09-08;44,136352;12,2422442
2307;Livio Loi;;;;;;
1209;Daniel Arcas;;;Almoradi;1996-11-21;38,1096615;-0,7919322
3399;Ayumu Sasaki;60;164;Yokosuka;2000-10-04;35,2730564;139,6653829
3079;Romano Fenati;62;165;Ascoli Piceno;1996-01-15;42,8834204;13,539593040686007
721;Mattia Pasini;67;178;Rimini;1985-08-13;43,9470982;12,630768610516004
2328;Michel Fabrizio;69;177;San Giovanni Rotondo;1986-07-05;41,7069106;15,7288455
1414;Jasper Iwema;69;169;Assen;1989-11-15;52,9952273;6,560498
3137;Bradley Smith;68;180;Oxford;1990-11-28;51,7520131;-1,2578499
268;Hiroyuki Kikuchi;;;;;;
