"id_rider","id_team_fk","rider_full_name","rider_name","rider_lastname","season","rider_number","racing_class","rounds_string","rounds_participated","rider_weight","rider_height","loc_birth","date_birth","birth_latitude","birth_longitude"
1585,1582,Joan Olivé,Joan,Olivé,2010,5,moto2,{12},{12},69,181,Palma de Mallorca,1997-09-01,39.5695818,2.6500745
3095,3062,Stefano Nepa,Stefano,Nepa,2019,82,moto3,"{8,9,10,11,12,13,14,15,16,17,18,19}","{8,9,10,11,12,13,14,15,16,17,18,19}",58,167,Giulianova,2001-11-21,42.7534856,13.9667011
1684,1633,Sturla Fagerhaug,Sturla,Fagerhaug,2010,50,"125cc","{1,2,3,4,5,6,7,8,10,12,13,14,15,16,17,18}","{1,2,3,4,5,6,7,8,10,12,13,14,15,16,17,18}",,,,,,
1110,1164,Nicolás Terol,Nicolás,Terol,2007,18,"125cc","{1,2,3,4,5,6,7,8,9,10,12,13,14,15,16,17,18}","{1,2,3,4,5,6,7,8,9,10,12,13,14,15,16,17,18}",66,171,Alcoy,1988-09-27,38.6982275,-0.4747767
1944,2066,Tito Rabat,Tito,Rabat,2012,80,moto2,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",,,,,,
1464,1480,Nicky Diles,Nicky,Diles,2009,96,"125cc",{15},{15},,,Owensboro,1981-07-30,37.7742152,-87.1133304
2106,2220,Dani Rivas,Dani,Rivas,2013,27,moto2,"{3,6}","{3,6}",,,Sabadell,1985-09-29,41.5421013,2.1138977
3131,3195,Arón Canet,Arón,Canet,2020,44,moto2,"{1,2,3,4,5,6,7,8,9,10,13,14,15}","{1,2,3,4,5,6,7,8,9,10,13,14,15}",67,170,Corbera,1999-09-30,39.1580768,-0.3540631
1681,1586,Simone Corsi,Simone,Corsi,2010,3,moto2,"{1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,18}","{1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,18}",,,,,,
733,704,Mirko Giansanti,Mirko,Giansanti,2005,32,"250cc","{1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,17}","{1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,17}",,,,,,
168,169,Shinichi Ito,Shinichi,Ito,2002,72,motogp,{1},{1},,,Miyagi,1966-12-07,38.3880155,140.9761025
2725,2691,Jake Dixon,Jake,Dixon,2017,94,moto2,{18},{18},63,178,Dover,1996-01-15,51.1251275,1.3134228
875,853,Héctor Barberá,Héctor,Barberá,2006,80,"250cc","{1,2,3,4,5,6,9,10,12,13,14,15,16,17}","{1,2,3,4,5,6,9,10,12,13,14,15,16,17}",61,169,Dos Aguas,1986-11-02,39.2890143,-0.8004748
636,783,Daniel Sáez,Daniel,Sáez,2005,49,"125cc",{1},{1},,,Almoradi,1996-11-21,38.1096615,-0.7919322
235,396,Chris Burns,Chris,Burns,2003,35,motogp,"{1,11,12,13,14,15,16}","{1,11,12,13,14,15,16}",,,,,,
970,988,Seijin Oikawa,Seijin,Oikawa,2006,89,"250cc",{15},{15},,,,,,
1965,1968,Jesko Raffin,Jesko,Raffin,2012,20,moto2,"{13,14,15}","{13,14,15}",,,,,,
2992,3068,Deniz Öncü,Deniz,Öncü,2019,53,moto3,"{10,11}","{10,11}",61,172,Alanya,2003-07-26,36.8864752,30.7029585
2307,2295,Livio Loi,Livio,Loi,2014,11,moto3,{8},{8},,,,,,
1814,1861,Kousuke Akiyoshi,Kousuke,Akiyoshi,2011,64,motogp,{7},{7},,,,,,
1993,1985,Lincoln Gilding,Lincoln,Gilding,2012,75,moto3,{16},{16},,,,1992-03-16,,
2919,2911,Raúl Fernández,Raúl,Fernández,2018,25,moto3,{9},{9},68,179,Madrid,2000-10-23,40.4167047,-3.7035825
2405,2470,Damian Cudlin,Damian,Cudlin,2015,55,motogp,"{16,17}","{16,17}",,,,,,
3449,3506,John McPhee,John,McPhee,2022,17,moto3,"{1,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",57,167,Oban,1994-07-14,56.415695,-5.4734688
1475,1380,Randy Krummenacher,Randy,Krummenacher,2009,35,"125cc","{1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,17}","{1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,17}",70,180,Gossau,1990-02-24,47.4155906,9.249359
3385,3431,Ai Ogura,Ai,Ogura,2022,79,moto2,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",60,169,Saitama,2001-01-26,35.9754168,139.4160114
3105,3064,Tito Rabat,Tito,Rabat,2019,53,motogp,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19}",67,178,Barcelona,1989-05-25,41.3828939,2.1774322
1010,1095,Alex de Angelis,Alex,de Angelis,2007,3,"250cc","{1,2,3,4,5,6,7,8,9,10,12,13,14,15,16,17,18}","{1,2,3,4,5,6,7,8,9,10,12,13,14,15,16,17,18}",67,179,Rimini,1984-02-26,43.9470982,12.630768610516004
2743,2764,Karel Abraham,Karel,Abraham,2017,17,motogp,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",64,180,Brno,1990-01-02,49.1922443,16.6113382
2625,2613,Michele Pirro,Michele,Pirro,2016,51,motogp,"{2,3,4}","{2,3,4}",69,177,San Giovanni Rotondo,1986-07-05,41.7069106,15.7288455
1461,1504,Miles Thornton,Miles,Thornton,2009,75,"125cc",{12},{12},,,,,,
198,178,Yohann Tiberio,Yohann,Tiberio,2002,58,"125cc",{4},{4},,,,,,
3619,3646,Lorenzo Dalla Porta,Lorenzo,Dalla Porta,2023,19,moto2,"{1,2,3,4,5}","{1,2,3,4,5}",61,163,Prato,1997-06-22,43.935718050000006,11.09414726770089
521,433,Mathieu Gines,Mathieu,Gines,2004,74,"125cc",{3},{3},,,Plouemeur,1988-11-20,,
473,549,Ismael Ortega,Ismael,Ortega,2004,81,"125cc",{2},{2},,,,1949-02-20,,
1947,1963,Gino Rea,Gino,Rea,2012,8,moto2,"{1,2,3}","{1,2,3}",64,170,London,1989-09-18,51.5074456,-0.1277653
2636,2618,Ramdan Rosli,Ramdan,Rosli,2016,93,moto2,"{7,16,17}","{7,16,17}",,,,,,
2147,2073,Jules Danilo,Jules,Danilo,2013,95,moto3,"{8,9}","{8,9}",64,179,Milan,1995-05-18,45.4641943,9.1896346
1189,1260,Andrea Dovizioso,Andrea,Dovizioso,2008,4,motogp,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",,,Forlimpopoli,1986-03-23,44.1873049,12.1259056
2805,2789,Tony Arbolino,Tony,Arbolino,2017,14,moto3,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",59,171,Garbagnate Milanese,2000-08-03,45.5772279,9.080023
177,79,Stefano Perugini,Stefano,Perugini,2002,7,"125cc","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",,,Wuppertal,1974-09-10,51.264018,7.1780374
3083,2998,Sam Lowes,Sam,Lowes,2019,22,moto2,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",65,168,Lincoln,1990-09-14,40.8088861,-96.7077751
587,565,Vesa Kallio,Vesa,Kallio,2004,66,"125cc","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",58,166,Valkeakoski,1982-11-08,61.2637921,24.0301278
1573,1535,Isaac Viñales,Isaac,Viñales,2010,57,"125cc",{2},{2},66,174,Llança,1993-11-06,42.3646215,3.1581373
1593,1633,Jonas Folger,Jonas,Folger,2010,94,"125cc","{1,2,3,4,5,6,7,8,10,11,12,13,14,15,17,18}","{1,2,3,4,5,6,7,8,10,11,12,13,14,15,17,18}",68,177,Mühldorf,1993-08-13,48.2405007,12.5250991
3121,3125,Albert Arenas,Albert,Arenas,2020,75,moto3,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",63,169,Girona,1996-12-11,41.9793006,2.8199439
901,832,Kenni Aggerholm,Kenni,Aggerholm,2006,84,"250cc",{12},{12},,,,,,
128,133,Mika Kallio,Mika,Kallio,2002,36,"125cc","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",58,166,Valkeakoski,1982-11-08,61.2637921,24.0301278
1922,2052,Bradley Smith,Bradley,Smith,2012,38,moto2,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",68,180,Oxford,1990-11-28,51.7520131,-1.2578499
2962,2955,Álvaro Bautista,Álvaro,Bautista,2018,19,motogp,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19}",58,169,Talavera de la Reina,1984-11-21,39.9603798,-4.8311717
2557,2589,Danny Kent,Danny,Kent,2016,52,moto2,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",65,176,Chippenham,1993-11-25,51.4587621,-2.1159032
2407,2485,Danilo Petrucci,Danilo,Petrucci,2015,9,motogp,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",80,181,Terni,1990-10-24,42.6539486,12.439652829139407
994,820,Valentino Rossi,Valentino,Rossi,2006,46,motogp,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",,,Urbino,1979-02-16,43.7262608,12.6363135
772,716,Simone Corsi,Simone,Corsi,2005,24,"250cc","{1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,17}","{1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,17}",,,,,,
1043,1124,Tito Rabat,Tito,Rabat,2007,12,"125cc","{1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18}","{1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18}",,,,,,
1357,1511,Alex Baldolini,Alex,Baldolini,2009,25,"250cc","{1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,17}","{1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,17}",,,,,,
983,847,Sylvain Guintoli,Sylvain,Guintoli,2006,50,"250cc","{1,2,3,4,5,6,7,8,9,10,12,13,14,15,16,17}","{1,2,3,4,5,6,7,8,9,10,12,13,14,15,16,17}",,,,,,
1761,1726,Tito Rabat,Tito,Rabat,2011,34,moto2,"{1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18}","{1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18}",,,,,,
2292,2230,Jonas Folger,Jonas,Folger,2014,94,moto2,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",68,177,Mühldorf,1993-08-13,48.2405007,12.5250991
2473,2438,María Herrera,María,Herrera,2015,6,moto3,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",54,162,Oropesa,1996-08-26,39.9175144,-5.1747241
3060,3032,Maverick Viñales,Maverick,Viñales,2019,12,motogp,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",64,171,Figueres,1995-01-12,42.2666314,2.9638434
1002,902,Álvaro Bautista,Álvaro,Bautista,2006,19,"125cc","{1,2,3,4,5,6,7,8,9,10,12,13,14,15}","{1,2,3,4,5,6,7,8,9,10,12,13,14,15}",58,169,Talavera de la Reina,1984-11-21,39.9603798,-4.8311717
84,27,Jaroslav Huleš,Jaroslav,Huleš,2002,39,"125cc","{1,2,3,4,5,6,7}","{1,2,3,4,5,6,7}",59,,Pisek,1974-07-02,49.3089887,14.147769
592,591,Yannick Deschamps,Yannick,Deschamps,2004,73,"125cc",{3},{3},,,,,,
3231,3153,Yuki Kunii,Yuki,Kunii,2020,92,moto3,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",,,,,,
2936,2890,Steven Odendaal,Steven,Odendaal,2018,4,moto2,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",,,,,,
1853,1767,Pol Espargaró,Pol,Espargaró,2011,44,moto2,"{1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18}","{1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18}",64,170,Granollers,1991-06-10,41.6079555,2.2876008
2359,2345,Scott Deroue,Scott,Deroue,2014,9,moto3,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",60,175,,2003-10-16,,
1629,1526,Mashel Al Naimi,Mashel,Al Naimi,2010,95,moto2,"{1,2,3,6,7,8,10,11,12,13,14,15,16,17,18}","{1,2,3,6,7,8,10,11,12,13,14,15,16,17,18}",,,,,,
890,994,Jordi Carchano,Jordi,Carchano,2006,24,"250cc","{5,6,7,8,9,10,12,13,14,15,16,17}","{5,6,7,8,9,10,12,13,14,15,16,17}",70,173,Sao Paulo,1996-06-10,-23.5506507,-46.6333824
559,451,Rubén Xaus,Rubén,Xaus,2004,11,motogp,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",,,Barcelona,1978-02-18,41.3828939,2.1774322
2131,2091,Isaac Viñales,Isaac,Viñales,2013,32,moto3,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",66,174,Llança,1993-11-06,42.3646215,3.1581373
1414,1468,Jasper Iwema,Jasper,Iwema,2009,53,"125cc","{1,2,3,4,5,6,7,9,10,11,13,14,15,16,17}","{1,2,3,4,5,6,7,9,10,11,13,14,15,16,17}",69,169,Assen,1989-11-15,52.9952273,6.560498
320,212,Masao Azuma,Masao,Azuma,2003,8,"125cc","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",,,,,,
1895,1853,Álvaro Bautista,Álvaro,Bautista,2011,19,motogp,"{1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18}","{1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18}",58,169,Talavera de la Reina,1984-11-21,39.9603798,-4.8311717
291,233,Jorge Lorenzo,Jorge,Lorenzo,2003,48,"125cc","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",,,Palma de Mallorca,1987-05-04,39.5695818,2.6500745
2396,2388,Axel Pons,Axel,Pons,2015,49,moto2,"{1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18}","{1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18}",72,180,Palma de Mallorca,1997-08-01,39.5695818,2.6500745
3070,3095,Nicolò Bulega,Nicolò,Bulega,2019,11,moto2,"{1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19}","{1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19}",70,181,Montecchio Emilia,1999-10-16,44.7004508,10.4464132
3420,3488,Deniz Öncü,Deniz,Öncü,2022,53,moto3,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",61,172,Alanya,2003-07-26,36.8864752,30.7029585
1972,2036,Jonathan Rea,Jonathan,Rea,2012,56,motogp,"{13,14}","{13,14}",,,,,,
154,133,Robbin Harms,Robbin,Harms,2002,88,"125cc",{10},{10},,,,,,
1435,1373,Luca Vitali,Luca,Vitali,2009,10,"125cc","{1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,17}","{1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,17}",81,182,Milano,1992-03-02,45.4641943,9.1896346
2947,2882,Valentino Rossi,Valentino,Rossi,2018,46,motogp,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",,,Urbino,1979-02-16,43.7262608,12.6363135
1808,1726,Kenny Noyes,Kenny,Noyes,2011,9,moto2,"{1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18}","{1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18}",,,Modesto,1951-12-31,37.6390972,-120.9968782
3195,3169,Maverick Viñales,Maverick,Viñales,2020,12,motogp,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",64,171,Figueres,1995-01-12,42.2666314,2.9638434
2057,2028,Toni Finsterbusch,Toni,Finsterbusch,2012,9,moto3,"{12,13,14,15,16,17}","{12,13,14,15,16,17}",,,,,,
2067,1900,Álex Márquez,Álex,Márquez,2012,12,moto3,"{10,11,12,13,14,15,16,17}","{10,11,12,13,14,15,16,17}",65,180,Cervera,1996-04-23,41.6730667,1.2729426
410,567,Alessio Aldrovandi,Alessio,Aldrovandi,2004,75,"125cc",{4},{4},,,Paterno,1985-09-08,40.378311,15.732769
504,560,Lorenzo Zanetti,Lorenzo,Zanetti,2004,77,"125cc",{4},{4},,,,,,
1538,1673,Bernat Martínez,Bernat,Martínez,2010,76,moto2,"{1,2,3,4,5,6,7}","{1,2,3,4,5,6,7}",,,,,,
1739,1752,Bryan Schouten,Bryan,Schouten,2011,51,"125cc",{7},{7},,,,,,
2995,3010,Dimas Ekky Pratama,Dimas Ekky,Pratama,2019,20,moto2,"{1,2,3,4,5,6,7,8,9,10,15,16,17,18,19}","{1,2,3,4,5,6,7,8,9,10,15,16,17,18,19}",,,,,,
711,732,Mark van Kreij,Mark,van Kreij,2005,80,"125cc",{7},{7},,,,,,
1089,1149,Kurtis Roberts,Kurtis,Roberts,2007,80,motogp,"{8,9,10,11,12,13,14,15,16,17,18}","{8,9,10,11,12,13,14,15,16,17,18}",70,178,Turloc,1978-11-17,,
1930,1941,Damian Cudlin,Damian,Cudlin,2012,50,moto2,"{7,8}","{7,8}",,,,,,
2709,2706,Federico Fuligni,Federico,Fuligni,2017,22,moto2,{9},{9},,,,,,
1776,1712,J. D. Beach,J. D.,Beach,2011,73,moto2,{12},{12},,,,,,
1019,1077,Anthony West,Anthony,West,2007,13,motogp,"{8,9,10,11,12,13,14,15,16,17,18}","{8,9,10,11,12,13,14,15,16,17,18}",67,175,Gold Coast,1981-07-17,-28.0023731,153.4145987
3039,3091,Kevin Zannoni,Kevin,Zannoni,2019,3,moto3,{15},{15},63,172,Cesena,2000-09-08,44.136352,12.2422442
1097,1040,Makoto Tamada,Makoto,Tamada,2007,6,motogp,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",61,171,Ehime,1976-11-04,33.6013646,132.8185275
2795,2720,Takaaki Nakagami,Takaaki,Nakagami,2017,30,moto2,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",70,175,Chiba,1992-02-09,35.549399,140.2647303
524,546,Mattia Pasini,Mattia,Pasini,2004,54,"125cc","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",67,178,Rimini,1985-08-13,43.9470982,12.630768610516004
2737,2704,Jorge Navarro,Jorge,Navarro,2017,9,moto2,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18}",64,173,La Puebla de Vallbona,1996-02-03,39.5907339,-0.5532185
1049,1076,Ferruccio Lamborghini,Ferruccio,Lamborghini,2007,79,"125cc",{13},{13},,,,,,
2386,2470,Alex de Angelis,Alex,de Angelis,2015,15,motogp,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15}",67,179,Rimini,1984-02-26,43.9470982,12.630768610516004
2855,2840,Franco Morbidelli,Franco,Morbidelli,2018,21,motogp,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",67,176,Rome,1994-12-04,41.8933203,12.4829321
2076,2186,Aleix Espargaró,Aleix,Espargaró,2013,41,motogp,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",66,180,Granollers,1989-07-30,41.6079555,2.2876008
411,505,Alex Baldolini,Alex,Baldolini,2004,25,"250cc","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",,,,,,
765,713,Sete Gibernau,Sete,Gibernau,2005,15,motogp,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",70,177,Barcelona,1972-12-15,41.3828939,2.1774322
2873,2890,Joe Roberts,Joe,Roberts,2018,16,moto2,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",69,180,Malibu,1997-06-16,34.035591,-118.689423
126,170,Michel Fabrizio,Michel,Fabrizio,2002,84,"125cc","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",69,177,San Giovanni Rotondo,1986-07-05,41.7069106,15.7288455
2326,2321,Michael Laverty,Michael,Laverty,2014,70,motogp,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",,,,,,
469,476,Hugo Marchand,Hugo,Marchand,2004,9,"250cc","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",,,,,,
3472,3442,Marcel Schrötter,Marcel,Schrötter,2022,23,moto2,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",68,171,Landsberg,1993-01-02,48.0514973,10.8737728
2635,2600,Pol Espargaró,Pol,Espargaró,2016,44,motogp,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",64,170,Granollers,1991-06-10,41.6079555,2.2876008
1771,1861,Hiroshi Aoyama,Hiroshi,Aoyama,2011,7,motogp,"{1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,18}","{1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,18}",57,165,Chiba,1981-10-25,35.549399,140.2647303
3143,3134,Davide Pizzoli,Davide,Pizzoli,2020,9,moto3,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",,,,,,
580,474,Toni Elías,Toni,Elías,2004,24,"250cc","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",61,163,Manresa,1983-03-26,41.7288939,1.8286765
1618,1633,Luca Marconi,Luca,Marconi,2010,87,"125cc","{1,2,4,5,6,7,8,10,11,12,14,15,16,17}","{1,2,4,5,6,7,8,10,11,12,14,15,16,17}",69,184,Urbino,1997-08-10,43.7262608,12.6363135
1825,1821,Manuel Tatasciore,Manuel,Tatasciore,2011,60,"125cc","{14,16,17,18}","{14,16,17,18}",,,,,,
3013,3110,Héctor Garzó,Héctor,Garzó,2019,4,moto-e,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",62,170,Valencia,1998-06-09,39.4697065,-0.3763353
2888,2856,Khairul Idham Pawi,Khairul Idham,Pawi,2018,89,moto2,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",,,,,,
1909,2011,Alex de Angelis,Alex,de Angelis,2012,15,moto2,"{7,8,9,10,11,12,13,14,15,16}","{7,8,9,10,11,12,13,14,15,16}",67,179,Rimini,1984-02-26,43.9470982,12.630768610516004
346,271,Olivier Jacque,Olivier,Jacque,2003,19,motogp,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",,,,,,
2812,2803,Álex Rins,Álex,Rins,2017,42,motogp,"{1,2,3,8,9,10,11,12,13,14,15,16,17,18}","{1,2,3,8,9,10,11,12,13,14,15,16,17,18}",72,176,Barcelona,1995-12-08,41.3828939,2.1774322
477,527,James Haydon,James,Haydon,2004,36,motogp,"{13,14,15}","{13,14,15}",,,Sheffield,1980-10-05,53.3806626,-1.4702278
3579,3604,Fabio Di Giannantonio,Fabio,Di Giannantonio,2023,49,motogp,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}","{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}",68,175,Roma,1998-10-10,41.8933203,12.4829321
