"#";"Url";"SEMrush backlinks";"SEMrush subdomain backlinks";"Bing index";"SEMrush Rank"
"1";"https://www.motogp.com/en/riders/valentino-rossi/d6f009a8-5a57-49b1-8c68-a9c78349d500";"wait...";"5071037";"4.380 ";"13761"
"2";"https://www.motogp.com/en/riders/enea-bastianini/00db2312-15f2-4333-be5c-4bbff9d17aec";"wait...";"5071037";"4.380 ";"13761"
"3";"https://www.motogp.com/en/riders/collin-veijer/08783adb-15e8-49e4-a6ea-c3ede3d94e7c";"0";"5071037";"4.380 ";"13761"
"4";"https://www.motogp.com/en/riders/hiroshi-aoyama/eee55d7a-a378-42d8-8906-6e2f0d124fd4";"wait...";"5071037";"4.380 ";"13761"
"5";"https://www.motogp.com/en/riders/kevin-schwantz/1c49a953-e918-463b-9136-23431f08a003";"wait...";"5071037";"4.380 ";"13761"
"6";"https://www.motogp.com/en/riders/pol-espargaro/b8b255af-e344-4ca7-818b-480c18a11088";"wait...";"5071037";"4.380 ";"13761"
"7";"https://www.motogp.com/en/riders/mike-hailwood/449a1f23-8b83-4561-be0e-a767a7b36c29";"wait...";"5071037";"4.380 ";"13761"
"8";"https://www.motogp.com/en/riders/fabio-quartararo/bf95d959-6a60-44f1-84b5-ded861e62578";"wait...";"5071037";"4.380 ";"13761"
"9";"https://www.motogp.com/en/riders/giacomo-agostini/a31b9149-6b76-4adb-a677-8bbe0e9383ab";"wait...";"5071037";"4.380 ";"13761"
"10";"https://www.motogp.com/en/riders/fraser-rogers/f389f824-5eb4-4d59-a647-a82fe58c67a9";"wait...";"5071037";"4.380 ";"13761"
"11";"https://www.motogp.com/en/riders/nicolo-bulega/eec1a409-dafe-41b8-957a-200f75f57ed5";"wait...";"5071037";"4.380 ";"13761"
"12";"https://www.motogp.com/en/riders/andrea-migno/bda9a7f7-c0b5-46fa-ace0-221d9633b8f1";"wait...";"5071037";"4.380 ";"13761"
"13";"https://www.motogp.com/en/riders/somkiat-chantra/fa8ac04c-8fa2-4c43-9aa5-cc79b1f35fb9";"wait...";"5071037";"4.380 ";"13761"
"14";"https://www.motogp.com/en/riders/ivan-ortola/6b517083-20d8-40da-9d92-aeb63cdee89d";"wait...";"5071037";"4.380 ";"13761"
"15";"https://www.motogp.com/en/riders/freddie-spencer/20e83b35-5a8e-4b8e-8b06-6a5ddb131a40";"wait...";"5071037";"4.380 ";"13761"
"16";"https://www.motogp.com/en/riders/pedro-acosta/ea39a0af-95d3-4a37-81a7-f332efdb9216";"wait...";"5071037";"4.380 ";"13761"
"17";"https://www.motogp.com/en/riders/raul-fernandez/eec1f7dc-b115-44f6-82aa-73130e5c92cf";"wait...";"5071037";"4.380 ";"13761"
"18";"https://www.motogp.com/en/riders/thomas-luthi/481ce334-fd34-488b-b1b9-7ebf6f813122";"wait...";"5071037";"4.380 ";"13761"
"19";"https://www.motogp.com/en/riders/joan-mir/f55f9c34-8621-437b-ae04-ae2418720204";"wait...";"5071037";"4.380 ";"13761"
"20";"https://www.motogp.com/en/riders/kazuki-watanabe/6822d63c-8eec-4ceb-8a68-d7063a4cd5f6";"1";"5071037";"4.380 ";"13761"
"21";"https://www.motogp.com/en/riders/tatsuki-suzuki/9555e9c3-71c9-4002-829a-47cc6a417f1e";"wait...";"5071037";"4.380 ";"13761"
"22";"https://www.motogp.com/en/riders/alex-barros/742f8314-5dd7-4f41-b9ad-acde70fb60ce";"wait...";"5071037";"4.380 ";"13761"
"23";"https://www.motogp.com/en/riders/ana-carrasco/e009eeea-dde2-4387-9cbc-100ff2e78578";"wait...";"5071037";"4.380 ";"13761"
"24";"https://www.motogp.com/en/riders/joel-esteban/15049794-9e9a-45da-a2d5-a52d684914a7";"wait...";"5071037";"4.380 ";"13761"
"25";"https://www.motogp.com/en/riders/wayne-rainey/368b37c0-5a72-475b-85c3-434a50cdb62f";"wait...";"5071037";"4.380 ";"13761"
