"#";"Url";"SEMrush backlinks";"SEMrush subdomain backlinks";"Bing index";"SEMrush Rank"
"1";"https://www.motogp.com/en/riders/profile/Jean%2520Louis%2BGuignabodet";"0";"5071037";"4.380 ";"13761"
"2";"https://www.motogp.com/en/riders/profile/Carlos+Medeiros";"0";"5071037";"4.380 ";"13761"
"3";"https://www.motogp.com/en/riders/profile/Leandro+Panades";"0";"5071037";"4.380 ";"13761"
"4";"https://www.motogp.com/en/riders/Yusuke%20Teshima";"0";"5071037";"4.380 ";"13761"
"5";"https://www.motogp.com/en/riders/en/faq";"0";"5071037";"4.380 ";"13761"
"6";"https://www.motogp.com/en/riders/profile/H.+Lichtenberg";"wait...";"5071037";"4.380 ";"13761"
"7";"https://www.motogp.com/en/riders/profile/reinhold%2Broth&lang=de";"wait...";"5071037";"4.380 ";"13761"
"8";"https://www.motogp.com/en/riders/profile/Francesco+Bagnaia&lang=fr";"wait...";"5071037";"4.380 ";"13761"
"9";"https://www.motogp.com/en/riders/profile/P%C3%A9ter+Sebesty%C3%A9n";"wait...";"5071037";"4.380 ";"13761"
"10";"https://www.motogp.com/en/riders/profile/+V.%2520NOVELLA";"wait...";"5071037";"4.380 ";"13761"
"11";"https://www.motogp.com/en/riders/michel-escudier/3efaa2fc-7ba8-46ed-94f6-93ec4bfa7486";"wait...";"5071037";"4.380 ";"13761"
"12";"https://www.motogp.com/en/riders/profile/Salvador%2BCanellas";"wait...";"5071037";"4.380 ";"13761"
"13";"https://www.motogp.com/en/riders/profile/Christian+Gemmel";"wait...";"5071037";"4.380 ";"13761"
"14";"https://www.motogp.com/en/riders/Bram%20Appelo";"wait...";"5071037";"4.380 ";"13761"
"15";"https://www.motogp.com/en/riders/profile/Ryan+Van+de+Lagemaat";"wait...";"5071037";"4.380 ";"13761"
"16";"https://www.motogp.com/en/riders/profile/Niccol%C3%B2+Canepa";"wait...";"5071037";"4.380 ";"13761"
"17";"https://www.motogp.com/en/riders/karel-bojer/d04e6fdd-0635-40d9-90fd-9f3854fe12cb";"wait...";"5071037";"4.380 ";"13761"
"18";"https://www.motogp.com/en/riders/alexis-masbou/56307be9-ecab-4eec-894d-a04cee6460d7";"wait...";"5071037";"4.380 ";"13761"
"19";"https://www.motogp.com/en/riders/enitz-reitmaier/19683def-6af9-485d-a6d3-54228c50a02f";"wait...";"5071037";"4.380 ";"13761"
