"#";"Url";"SEMrush backlinks";"SEMrush subdomain backlinks";"Bing index";"SEMrush Rank"
"1";"https://www.motogp.com/en/riders/profile/J.f.+Lecureux";"0";"5071037";"4.380 ";"13761"
"2";"https://www.motogp.com/en/riders/profile/Mika+Kalio";"0";"5071037";"4.380 ";"13761"
"3";"https://www.motogp.com/en/riders/profile/MotoGP+Legends";"0";"5071037";"4.380 ";"13761"
"4";"https://www.motogp.com/en/riders/profile/Kenni+Aggerholm";"0";"5071037";"4.380 ";"13761"
"5";"https://www.motogp.com/en/riders/profile/Chris+D'aluisio";"0";"5071037";"4.380 ";"13761"
"6";"https://www.motogp.com/en/riders/r-a-graham/fr1110ae-4b4c-4ed5-a8c1-bcd698f2d479";"0";"5071037";"4.380 ";"13761"
"7";"https://www.motogp.com/en/riders/hector%20barbera";"wait...";"5071037";"4.380 ";"13761"
"8";"https://www.motogp.com/en/riders/Ivan%20Goi";"wait...";"5071037";"4.380 ";"13761"
"9";"https://www.motogp.com/en/riders/profile/Ryuji+Yokoe";"wait...";"5071037";"4.380 ";"13761"
"10";"https://www.motogp.com/en/riders/profile/Roger+Nichols";"wait...";"5071037";"4.380 ";"13761"
"11";"https://www.motogp.com/en/riders/i-sauter/a4ede47b-2901-46a5-8c3b-0fad748578f0";"wait...";"5071037";"4.380 ";"13761"
"12";"https://www.motogp.com/en/riders/profile/Raffaele%2BDe%2520Rosa";"wait...";"5071037";"4.380 ";"13761"
"13";"https://www.motogp.com/en/riders/Tomoyoshi%20Koyama";"wait...";"5071037";"4.380 ";"13761"
"14";"https://www.motogp.com/en/riders/profile/J+TORRES";"wait...";"5071037";"4.380 ";"13761"
"15";"https://www.motogp.com/en/riders/profile/E+RABAT";"wait...";"5071037";"4.380 ";"13761"
"16";"https://www.motogp.com/en/riders/profile/Emilio+Soprani";"wait...";"5071037";"4.380 ";"13761"
"17";"https://www.motogp.com/en/riders/ewald%20kluge";"wait...";"5071037";"4.380 ";"13761"
"18";"https://www.motogp.com/en/riders/profile/Katsayuki+NAKASUGA";"wait...";"5071037";"4.380 ";"13761"
"19";"https://www.motogp.com/en/riders/Daryl%20Beattie";"wait...";"5071037";"4.380 ";"13761"
"20";"https://www.motogp.com/en/riders/Romolo%20Ferri";"wait...";"5071037";"4.380 ";"13761"
"21";"https://www.motogp.com/en/riders/Leslie%20Graham";"wait...";"5071037";"4.380 ";"13761"
"22";"https://www.motogp.com/en/riders/Chris%20Vermeulen";"wait...";"5071037";"4.380 ";"13761"
"23";"https://www.motogp.com/en/riders/profile/Angelo+Copeta";"wait...";"5071037";"4.380 ";"13761"
"24";"https://www.motogp.com/en/riders/Jorge%20Terengo";"wait...";"5071037";"4.380 ";"13761"
"25";"https://www.motogp.com/en/riders/profile/Dani+Pe";"wait...";"5071037";"4.380 ";"13761"
"26";"https://www.motogp.com/en/riders/Marcel%20Ankone";"wait...";"5071037";"4.380 ";"13761"
"27";"https://www.motogp.com/en/riders/Angel%20Rodriguez";"wait...";"5071037";"4.380 ";"13761"
"28";"https://www.motogp.com/en/riders/profile/Cees+VAN%2520DONGEN";"wait...";"5071037";"4.380 ";"13761"
"29";"https://www.motogp.com/en/riders/profile/Brian+Ball";"wait...";"5071037";"4.380 ";"13761"
"30";"https://www.motogp.com/en/riders/profile/Hans+Otto+Butenuth";"wait...";"5071037";"4.380 ";"13761"
"31";"https://www.motogp.com/en/riders/profile/Roger%20Lee+Hayden";"wait...";"5071037";"4.380 ";"13761"
"32";"https://www.motogp.com/en/riders/profile/Pier+Paolo+Bianchi";"wait...";"5071037";"4.380 ";"13761"
"33";"https://www.motogp.com/en/riders/Bogdan%20Nikolov";"wait...";"5071037";"4.380 ";"13761"
"34";"https://www.motogp.com/en/riders/Garry%20Mccoy";"wait...";"5071037";"4.380 ";"13761"
"35";"https://www.motogp.com/en/riders/profile/Leandro+Giuggia";"wait...";"5071037";"4.380 ";"13761"
"36";"https://www.motogp.com/en/riders/profile/Kazuki+Hanafusa";"wait...";"5071037";"4.380 ";"13761"
"37";"https://www.motogp.com/en/riders/profile/Damaso+Nacher";"wait...";"5071037";"4.380 ";"13761"
"38";"https://www.motogp.com/en/riders/profile/Gabriele+Debbia";"wait...";"5071037";"4.380 ";"13761"
"39";"https://www.motogp.com/en/riders/profile/Lars+Johansson";"wait...";"5071037";"4.380 ";"13761"
"40";"https://www.motogp.com/en/riders/profile/Toshihiro+Wakayama";"wait...";"5071037";"4.380 ";"13761"
"41";"https://www.motogp.com/en/riders/profile/Rick+Van+Etten";"wait...";"5071037";"4.380 ";"13761"
"42";"https://www.motogp.com/en/riders/profile/Alessandro+Romagnoli";"wait...";"5071037";"4.380 ";"13761"
"43";"https://www.motogp.com/en/riders/duilio-agostini/eddb709f-bbf7-4462-9acf-dcbfcdf67449";"wait...";"5071037";"4.380 ";"13761"
"44";"https://www.motogp.com/en/riders/profile/Brett+Simmonds";"wait...";"5071037";"4.380 ";"13761"
"45";"https://www.motogp.com/en/riders/Gabor%20Talmacsi";"wait...";"5071037";"4.380 ";"13761"
"46";"https://www.motogp.com/en/riders/Reg%20Armstrong";"wait...";"5071037";"4.380 ";"13761"
"47";"https://www.motogp.com/en/riders/Massimo%20Roccoli";"wait...";"5071037";"4.380 ";"13761"
"48";"https://www.motogp.com/en/riders/profile/Angel+Rodr%C3%ADguez";"wait...";"5071037";"4.380 ";"13761"
"49";"https://www.motogp.com/en/riders/Akira%20Yanagawa";"wait...";"5071037";"4.380 ";"13761"
"50";"https://www.motogp.com/en/riders/dennis-ireland/07e2e57e-ccd9-40b0-8ba0-684cd73fc36b";"wait...";"5071037";"4.380 ";"13761"
