"#";"Url";"SEMrush backlinks";"SEMrush subdomain backlinks";"Bing index";"SEMrush Rank"
"1";"https://www.motogp.com/en/riders/Shoya";"0";"5071037";"4.380 ";"13761"
"2";"https://www.motogp.com/en/riders/profile/Andrew+Stroud";"2";"5071037";"4.380 ";"13761"
"3";"https://www.motogp.com/en/riders/profile/Yuma+Yahagi";"3";"5071037";"4.380 ";"13761"
"4";"https://www.motogp.com/en/riders/lincoln-gilding/c773f6d4-48b4-4679-a847-15ef11fe221a";"0";"5071037";"4.380 ";"13761"
"5";"https://www.motogp.com/en/riders/Takaaki%20Nakagami";"0";"5071037";"4.380 ";"13761"
"6";"https://www.motogp.com/en/riders/profile/Choujun+Kameya";"0";"5071037";"4.380 ";"13761"
"7";"https://www.motogp.com/en/riders/regis-laconi/ceeb6e97-2f91-484a-9834-58a1b54cdee9";"3";"5071037";"4.380 ";"13761"
"8";"https://www.motogp.com/en/riders/wolfgang-rubel/37cb5ddd-4f0a-47af-8578-fe80dfca2600";"0";"5071037";"4.380 ";"13761"
"9";"https://www.motogp.com/en/riders/gerry-mateer/f3358d04-5e0b-445d-b2db-cdd5d5d444af";"0";"5071037";"4.380 ";"13761"
"10";"https://www.motogp.com/en/riders/enrico-cereda/ca336524-3d12-472e-923c-ec1ab9e8bbbb";"0";"5071037";"4.380 ";"13761"
"11";"https://www.motogp.com/en/riders/profile/Michel+Escudier";"0";"5071037";"4.380 ";"13761"
"12";"https://www.motogp.com/en/riders/profile/Ana+Carrasco[2]";"0";"5071037";"4.380 ";"13761"
"13";"https://www.motogp.com/en/riders/profile/Thomas+Walther";"1";"5071037";"4.380 ";"13761"
"14";"https://www.motogp.com/en/riders/profile/Daniel+Arcas";"7";"5071037";"4.380 ";"13761"
"15";"https://www.motogp.com/en/riders/Johan%20Stigefelt";"0";"5071037";"4.380 ";"13761"
"16";"https://www.motogp.com/en/riders/m-corradini/c80e056b-a8bc-4d74-9a6b-7a971bbc838c";"0";"5071037";"4.380 ";"13761"
"17";"https://www.motogp.com/en/riders/Ivan%20Palazzese";"0";"5071037";"4.380 ";"13761"
"18";"https://www.motogp.com/en/riders/Elena%20Rosell";"0";"5071037";"4.380 ";"13761"
"19";"https://www.motogp.com/en/riders/ernesto-brambilla/71fac7dc-8d43-4623-a540-14645f966dd3";"0";"5071037";"4.380 ";"13761"
"20";"https://www.motogp.com/en/riders/profile/E.+Cope";"0";"5071037";"4.380 ";"13761"
"21";"https://www.motogp.com/en/riders/profile/Bjorn+Hasli";"0";"5071037";"4.380 ";"13761"
"22";"https://www.motogp.com/en/riders/profile/Teuvo%2BL%C3%A4nsivuori";"1";"5071037";"4.380 ";"13761"
"23";"https://www.motogp.com/en/riders/profile/Rod+Coleman";"1";"5071037";"4.380 ";"13761"
"24";"https://www.motogp.com/en/riders/profile/Willy+Lips";"0";"5071037";"4.380 ";"13761"
"25";"https://www.motogp.com/en/riders/en/Apps";"0";"5071037";"4.380 ";"13761"
"26";"https://www.motogp.com/en/riders/lanfranco-baviera/c4a8fe2e-a9bf-4cff-b7ac-7bd934bb5074";"0";"5071037";"4.380 ";"13761"
"27";"https://www.motogp.com/en/riders/josef-autengruber/feb23833-0c76-4e2a-98cd-11eb092a61a0";"0";"5071037";"4.380 ";"13761"
"28";"https://www.motogp.com/en/riders/$id";"0";"5071037";"4.380 ";"13761"
"29";"https://www.motogp.com/en/riders/profile/Christopher+Martin";"0";"5071037";"4.380 ";"13761"
"30";"https://www.motogp.com/en/riders/profile/Bruno+Kneub%C3%BChler";"1";"5071037";"4.380 ";"13761"
"31";"https://www.motogp.com/en/riders/Takumi%20Takahashi";"0";"5071037";"4.380 ";"13761"
"32";"https://www.motogp.com/en/riders/Vincent%20Braillard";"0";"5071037";"4.380 ";"13761"
"33";"https://www.motogp.com/en/riders/profile/Florian+Ferracci";"0";"5071037";"4.380 ";"13761"
"34";"https://www.motogp.com/en/riders/profile/Jean+Claude+Selini";"0";"5071037";"4.380 ";"13761"
"35";"https://www.motogp.com/en/riders/profile/Ed+Labelle";"wait...";"5071037";"4.380 ";"13761"
"36";"https://www.motogp.com/en/riders/profile/Horst+Lahfeld";"wait...";"5071037";"4.380 ";"13761"
"37";"https://www.motogp.com/en/riders/profile/Shunji+Yatsushiro";"wait...";"5071037";"4.380 ";"13761"
"38";"https://www.motogp.com/en/riders/sito-pons/9745686c-2c75-4bf8-8ea3-a7cb581e56fc";"wait...";"5071037";"4.380 ";"13761"
"39";"https://www.motogp.com/en/riders/Gianfranco%20Bonera";"wait...";"5071037";"4.380 ";"13761"
"40";"https://www.motogp.com/en/riders/profile/P.+Verbic";"wait...";"5071037";"4.380 ";"13761"
"41";"https://www.motogp.com/en/riders/profile/Urs+L%C3%9Czi";"wait...";"5071037";"4.380 ";"13761"
"42";"https://www.motogp.com/en/riders/profile/Ivan+Martinez";"wait...";"5071037";"4.380 ";"13761"
"43";"https://www.motogp.com/en/riders/profile/Zi+Xian+He";"wait...";"5071037";"4.380 ";"13761"
"44";"https://www.motogp.com/en/riders/profile/Takao+Shimizu";"wait...";"5071037";"4.380 ";"13761"
"45";"https://www.motogp.com/en/riders/profile/Peter+Lenart";"wait...";"5071037";"4.380 ";"13761"
"46";"https://www.motogp.com/en/riders/profile/Takashi+Akita";"wait...";"5071037";"4.380 ";"13761"
"47";"https://www.motogp.com/en/riders/ray-petty/f185a770-29c2-4c08-a265-b8be76e56b56";"wait...";"5071037";"4.380 ";"13761"
"48";"https://www.motogp.com/en/riders/profile/Keiichiro+Iwahashi";"wait...";"5071037";"4.380 ";"13761"
"49";"https://www.motogp.com/en/riders/profile/Steven+Le%20Coquen";"wait...";"5071037";"4.380 ";"13761"
"50";"https://www.motogp.com/en/riders/aandmstory.html";"wait...";"5071037";"4.380 ";"13761"
